#id	parent name
species:ncbi:53468	Mesocestoides
species:ncbi:53474	Cruznema
species:ncbi:53476	Mesorhabditis
species:ncbi:53479	Sterechinus
species:ncbi:362874	Elimia
species:ncbi:53518	Leptoxis
species:ncbi:53521	Melanopsis
species:ncbi:53525	Deinocerites
species:ncbi:308712	Lutzia
species:ncbi:53552	Sabethes
species:ncbi:101413	Pleurocera
species:ncbi:59138	Bironella
species:ncbi:53568	Tripteroides
species:ncbi:53573	Deferribacter
species:ncbi:121884	Berlandiera
species:ncbi:53578	Borrichia
species:ncbi:53580	Engelmannia
species:ncbi:53582	Helianthella
species:ncbi:53588	Silphium
species:ncbi:53596	Uscana
species:ncbi:53619	Oasisia
species:ncbi:56065	Millettia
species:ncbi:53635	Acidimicrobium
species:ncbi:53701	Galathealinum
species:ncbi:281032	Proteocephalus
species:ncbi:28631	Piophila
species:ncbi:53719	Eclipta
species:ncbi:138408	Helenium
species:ncbi:185653	Heliopsis
species:ncbi:53740	Wyethia
species:ncbi:53751	Echinacea
species:ncbi:100136	Acosmium
species:ncbi:53827	Angylocalyx
species:ncbi:53829	Apuleia
species:ncbi:53831	Ateleia
species:ncbi:53836	Bituminaria
species:ncbi:53838	Bolusanthus
species:ncbi:100140	Brongniartia
species:ncbi:508987	Brownea
species:ncbi:53844	Cadia
species:ncbi:483143	Caesalpinia
species:ncbi:53848	Calpurnia
species:ncbi:53852	Cassia
species:ncbi:53854	Chamaecrista
species:ncbi:209823	Chorizema
species:ncbi:450049	Cordyla
species:ncbi:118892	Coronilla
species:ncbi:107308	Dalbergia
species:ncbi:185716	Derris
species:ncbi:225101	Desmodium
species:ncbi:162743	Dialium
species:ncbi:53873	Dipteryx
species:ncbi:162772	Erythrophleum
species:ncbi:256638	Euchresta
species:ncbi:66097	Gymnocladus
species:ncbi:53888	Holocalyx
species:ncbi:53891	Kummerowia
species:ncbi:53893	Lespedeza
species:ncbi:149660	Luetzelburgia
species:ncbi:225113	Machaerium
species:ncbi:53900	Macrolobium
species:ncbi:100153	Myrospermum
species:ncbi:53906	Myroxylon
species:ncbi:247915	Otholobium
species:ncbi:185447	Parkia
species:ncbi:162876	Peltophorum
species:ncbi:126820	Senna
species:ncbi:450104	Swartzia
species:ncbi:53932	Xanthocercis
species:ncbi:53944	Panopeus
species:ncbi:53957	Scorpio
species:ncbi:381746	Amphitetranychus
species:ncbi:59891	Cyathostomum
species:ncbi:54000	Poteriostomum
species:ncbi:54002	Triodontophorus
species:ncbi:47269	Monacrosporium
species:ncbi:54056	Catharacta
species:ncbi:395889	Stercorarius
species:ncbi:54067	Xylophilus
species:ncbi:54074	Brachypelma
species:ncbi:54550	Myxozyma
species:ncbi:54108	Lembadion
species:ncbi:121567	Lemniscomys
species:ncbi:51353	Methylosphaera
species:ncbi:54126	Pristionchus
species:ncbi:54133	Pygathrix
species:ncbi:54135	Allenopithecus
species:ncbi:122765	Trachypithecus
species:ncbi:54179	Therioaphis
species:ncbi:54199	Cyniclomyces
species:ncbi:131386	Oxera
species:ncbi:54248	Hyperthermus
species:ncbi:54250	Thermodiscus
species:ncbi:54252	Pyrolobus
species:ncbi:54254	Thermosphaera
species:ncbi:160233	Ignicoccus
species:ncbi:54261	Ferroglobus
species:ncbi:54294	Thermosyntropha
species:ncbi:155894	Chroococcidiopsis
species:ncbi:1160	Planktothrix
species:ncbi:54313	Tychonema
species:ncbi:54317	Percina
species:ncbi:54319	Etheostoma
species:ncbi:54356	Aramus
species:ncbi:54359	Psophia
species:ncbi:54361	Rallus
species:ncbi:54369	Heliornis
species:ncbi:89386	Ardeotis
species:ncbi:54383	Eurypyga
species:ncbi:54386	Rhynochetos
species:ncbi:54403	Paramphistomum
species:ncbi:54411	Nucleospora
species:ncbi:54415	Lamprocapnos
species:ncbi:54436	Pseudofumaria
species:ncbi:54446	Chamaerops
species:ncbi:54451	Disanthus
species:ncbi:54460	Mundulea
species:ncbi:54474	Teucridium
species:ncbi:361442	Vitex
species:ncbi:439704	Porphyrio
species:ncbi:261200	Porzana
species:ncbi:54506	Irediparra
species:ncbi:54508	Jacana
species:ncbi:54530	Coccodinium
species:ncbi:54556	Alburnus
species:ncbi:54566	Loma
species:ncbi:56787	Perisoreus
species:ncbi:109446	Gymnorhinus
species:ncbi:114085	Cyanocorax
species:ncbi:54581	Calocitta
species:ncbi:140299	Neopolystoma
species:ncbi:54594	Polystomoides
species:ncbi:54644	Publilia
species:ncbi:54654	Campylenchia
species:ncbi:54656	Enchenopa
species:ncbi:54658	Umbonia
species:ncbi:54691	Valdensinia
species:ncbi:354087	Gloeotinia
species:ncbi:178643	Aletes
species:ncbi:54827	Berula
species:ncbi:109101	Chaerophyllum
species:ncbi:206634	Cymopterus
species:ncbi:54724	Notopterygium
species:ncbi:54742	Chionosphaera
species:ncbi:168522	Coursetia
species:ncbi:60854	Agathis
species:ncbi:54796	Argemone
species:ncbi:54835	Leucojum
species:ncbi:54865	Sternbergia
species:ncbi:66096	Gleditsia
species:ncbi:55671	Enterolobium
species:ncbi:132443	Fordia
species:ncbi:54890	Platycyamus
species:ncbi:104316	Poecilanthe
species:ncbi:54894	Tipuana
species:ncbi:71861	Scrippsiella
species:ncbi:54904	Hiodon
species:ncbi:54909	Albula
species:ncbi:260503	Ophichthus
species:ncbi:72643	Anigozanthos
species:ncbi:83702	Bellendena
species:ncbi:54931	Brabejum
species:ncbi:54937	Embothrium
species:ncbi:54939	Gevuina
species:ncbi:447311	Hakea
species:ncbi:54943	Leucadendron
species:ncbi:488382	Persoonia
species:ncbi:83736	Petrophile
species:ncbi:188622	Roupala
species:ncbi:118276	Pestalosphaeria
species:ncbi:101486	Phyllachora
species:ncbi:319348	Polypedilum
species:ncbi:54971	Arenaria
species:ncbi:228791	Ampullaria
species:ncbi:202729	Viviparus
species:ncbi:501567	Valvata
species:ncbi:54985	Eulepetopsis
species:ncbi:54989	Diodora
species:ncbi:71289	Archidoris
species:ncbi:54994	Bathymargarites
species:ncbi:55006	Cyathermia
species:ncbi:55009	Depressigyra
species:ncbi:55023	Rhynchopelta
species:ncbi:55028	Tectura
species:ncbi:120472	Theodoxus
species:ncbi:121524	Rhytidoponera
species:ncbi:55040	Urocyon
species:ncbi:55047	Bassariscus
species:ncbi:55050	Ictonyx
species:ncbi:210644	Galerella
species:ncbi:55054	Leptonycteris
species:ncbi:55057	Mamestra
species:ncbi:13684	Phaeosphaeria
species:ncbi:307658	Monomorium
species:ncbi:1391	Aneurinibacillus
species:ncbi:1393	Brevibacillus
species:ncbi:55084	Pandinus
species:ncbi:36825	Bacillus
species:ncbi:55100	Dendroides
species:ncbi:55104	Heterandria
species:ncbi:585968	Girardinus
species:ncbi:55108	Phalloceros
species:ncbi:143895	Notacanthus
species:ncbi:55117	Eurypharynx
species:ncbi:55122	Stolothrissa
species:ncbi:55124	Limnothrissa
species:ncbi:495876	Pristis
species:ncbi:170823	Pristiophorus
species:ncbi:319543	Myliobatis
species:ncbi:263718	Squatina
species:ncbi:55145	Dryomys
species:ncbi:55147	Glirulus
species:ncbi:55152	Pteromys
species:ncbi:55157	Petaurista
species:ncbi:547106	Didymella
species:ncbi:55173	Leptosphaerulina
species:ncbi:121624	Guignardia
species:ncbi:126418	Forsythia
species:ncbi:55194	Malassezia
species:ncbi:55196	Enchelyodon
species:ncbi:254626	Monotoca
species:ncbi:55249	Woollsia
species:ncbi:79327	Schmidtea
species:ncbi:55276	Metastrongylus
species:ncbi:294707	Idiosepius
species:ncbi:55288	Vampyroteuthis
species:ncbi:55290	Pseudoscaphirhynchus
species:ncbi:61971	Huso
species:ncbi:55304	Globorotalia
species:ncbi:69025	Globigerina
species:ncbi:166468	Aleurodiscus
species:ncbi:103385	Amylostereum
species:ncbi:55362	Galax
species:ncbi:102691	Sideroxylon
species:ncbi:167894	Symplocos
species:ncbi:255211	Marcgravia
species:ncbi:55402	Actinastrum
species:ncbi:55409	Coelastrum
species:ncbi:58210	Toxostoma
species:ncbi:55425	Paraponera
species:ncbi:55429	Megathura
species:ncbi:55431	Palomena
species:ncbi:55438	Amphibolis
species:ncbi:55448	Cymodocea
species:ncbi:55451	Damasonium
species:ncbi:55453	Egeria
species:ncbi:55455	Enhalus
species:ncbi:55457	Groenlandia
species:ncbi:83836	Halophila
species:ncbi:55462	Heterozostera
species:ncbi:62340	Hydrocharis
species:ncbi:55468	Lagarosiphon
species:ncbi:55475	Limnobium
species:ncbi:55477	Limnocharis
species:ncbi:55483	Ottelia
species:ncbi:55486	Phyllospadix
species:ncbi:55489	Posidonia
species:ncbi:55494	Stratiotes
species:ncbi:55497	Thalassia
species:ncbi:55501	Triglochin
species:ncbi:55507	Schwartzia
species:ncbi:55513	Pistacia
species:ncbi:55529	Guillardia
species:ncbi:55534	Apalone
species:ncbi:55537	Staurotypus
species:ncbi:142484	Kinosternon
species:ncbi:443532	Lissemys
species:ncbi:55544	Platysternon
species:ncbi:74912	Heosemys
species:ncbi:55557	Tridentiger
species:ncbi:55567	Suberites
species:ncbi:55585	Heterococcus
species:ncbi:68299	Ageratum
species:ncbi:55617	Ophiocomina
species:ncbi:55622	Astrobrachion
species:ncbi:128738	Gaillardia
species:ncbi:55647	Porania
species:ncbi:60559	Astropecten
species:ncbi:55670	Stevia
species:ncbi:162147	Rhamdia
species:ncbi:55676	Oligobrachia
species:ncbi:55680	Amerianna
species:ncbi:55683	Austropeplea
species:ncbi:55685	Bullastra
species:ncbi:55690	Radix
species:ncbi:55699	Stagnicola
species:ncbi:126420	Acanthochitona
species:ncbi:55710	Cerastoderma
species:ncbi:98288	Sphaerium
species:ncbi:55715	Venus
species:ncbi:78421	Loliolus
species:ncbi:55726	Bursaria
species:ncbi:55729	Melanoides
species:ncbi:55850	Truncatella
species:ncbi:242439	Planorbis
species:ncbi:55750	Bunonema
species:ncbi:55752	Graptacme
species:ncbi:55782	Myrmecobius
species:ncbi:227884	Panagrolaimus
species:ncbi:293684	Acrobeles
species:ncbi:92190	Otostrongylus
species:ncbi:288516	Diploscapter
species:ncbi:55807	Malurus
species:ncbi:60927	Glossiphonia
species:ncbi:152467	Aeolosoma
species:ncbi:96912	Fusconaia
species:ncbi:143298	Unio
species:ncbi:160001	Perotrochus
species:ncbi:55869	Orthotomicus
species:ncbi:378096	Philonema
species:ncbi:242456	Parafilaroides
species:ncbi:52797	Fossaria
species:ncbi:55893	Diaeretiella
species:ncbi:55896	Pauesia
species:ncbi:77504	Lysiphlebus
species:ncbi:556335	Binodoxys
species:ncbi:77505	Monoctonus
species:ncbi:55906	Praon
species:ncbi:55917	Ephedrus
species:ncbi:55919	Heterospilus
species:ncbi:573769	Aleiodes
species:ncbi:545644	Lindera
species:ncbi:65561	Hypericum
species:ncbi:55965	Coincya
species:ncbi:55969	Leucobacter
species:ncbi:143020	Tomicus
species:ncbi:102803	Ips
species:ncbi:55995	Oedogonium
species:ncbi:55999	Stigeoclonium
species:ncbi:98504	Matricaria
species:ncbi:278673	Petasites
species:ncbi:280669	Townsendia
species:ncbi:56057	Tetracoccus
species:ncbi:110681	Egretta
species:ncbi:315386	Veniliornis
species:ncbi:56079	Sphyrapicus
species:ncbi:56083	Melanerpes
species:ncbi:386521	Campephilus
species:ncbi:56088	Limnoporus
species:ncbi:108914	Gerris
species:ncbi:184932	Cylindrospermum
species:ncbi:55583	Dehalobacter
species:ncbi:56114	Holopneustes
species:ncbi:523790	Ventridens
species:ncbi:56141	Oncomelania
species:ncbi:56160	Cystoderma
species:ncbi:181928	Limacella
species:ncbi:56191	Podaxis
species:ncbi:135513	Bothriocephalus
species:ncbi:56219	Baiomys
species:ncbi:89097	Eligmodontia
species:ncbi:56227	Nyctomys
species:ncbi:56229	Ochrotomys
species:ncbi:56232	Phyllotis
species:ncbi:56234	Reithrodon
species:ncbi:56236	Scotinomys
species:ncbi:56239	Mystromys
species:ncbi:56242	Phenacomys
species:ncbi:56245	Aglantha
species:ncbi:355619	Stephanostomum
species:ncbi:108532	Haematoloechus
species:ncbi:56258	Sagittarius
species:ncbi:56262	Pandion
species:ncbi:103375	Aegolius
species:ncbi:111810	Asio
species:ncbi:257818	Otus
species:ncbi:57242	Ninox
species:ncbi:188338	Coracias
species:ncbi:56294	Nyctanassa
species:ncbi:216825	Pterocles
species:ncbi:56299	Scolopax
species:ncbi:121530	Tauraco
species:ncbi:59419	Trogon
species:ncbi:56313	Tyto
species:ncbi:183530	Sayornis
species:ncbi:397750	Habromys
species:ncbi:98964	Cardinalis
species:ncbi:56329	Sturnella
species:ncbi:56335	Micrastur
species:ncbi:357707	Milvago
species:ncbi:263164	Microhierax
species:ncbi:56343	Herpetotheres
species:ncbi:56347	Daptrius
species:ncbi:56359	Sandaracinobacter
species:ncbi:56368	Anagrapha
species:ncbi:56372	Anicla
species:ncbi:423327	Catocala
species:ncbi:314314	Kloeckera
species:ncbi:56438	Couchioplanes
species:ncbi:56452	Petalomonas
species:ncbi:56466	Peranema
species:ncbi:56469	Calocybe
species:ncbi:127624	Vella
species:ncbi:258253	Ramalina
species:ncbi:56493	Thelephora
species:ncbi:56497	Tomentella
species:ncbi:56519	Anvillea
species:ncbi:73982	Asteriscus
species:ncbi:56525	Dittrichia
species:ncbi:56528	Geigeria
species:ncbi:56533	Jasonia
species:ncbi:56535	Pulicaria
species:ncbi:56539	Telekia
species:ncbi:56549	Dinodon
species:ncbi:56557	Triaenophorus
species:ncbi:56594	Estigmene
species:ncbi:73161	Poeciliopsis
species:ncbi:56622	Pseudomyrmex
species:ncbi:253631	Isospora
species:ncbi:210381	Ochna
species:ncbi:237833	Adenia
species:ncbi:56636	Aeropyrum
species:ncbi:170862	Coeligena
species:ncbi:304655	Lesbia
species:ncbi:66406	Metallura
species:ncbi:56664	Oreotrochilus
species:ncbi:56668	Sephanoides
species:ncbi:2248	Halorubrum
species:ncbi:56695	Lacistorhynchus
species:ncbi:59560	Phallusia
species:ncbi:108289	Calliobothrium
species:ncbi:56716	Cottoperca
species:ncbi:56720	Lipophrys
species:ncbi:56722	Pseudaphritis
species:ncbi:283025	Pholis
species:ncbi:56729	Austrolycus
species:ncbi:56733	Eleginops
species:ncbi:56737	Trachinus
species:ncbi:136232	Artedidraco
species:ncbi:56742	Alstroemeria
species:ncbi:56783	Garrulus
species:ncbi:371917	Nucifraga
species:ncbi:56790	Pyrrhocorax
species:ncbi:56796	Urocissa
species:ncbi:56798	Hexaprotodon
species:ncbi:72190	Dicranostigma
species:ncbi:56853	Glaucium
species:ncbi:56855	Hunnemannia
species:ncbi:56857	Macleaya
species:ncbi:56862	Romneya
species:ncbi:72189	Stylophorum
species:ncbi:56624	Bakerilymnaea
species:ncbi:56890	Dacrydium
species:ncbi:56899	Parasitaxus
species:ncbi:120634	Prumnopitys
species:ncbi:56909	Hydrobryum
species:ncbi:56917	Dumortiera
species:ncbi:284511	Herbertus
species:ncbi:428527	Lepidozia
species:ncbi:56931	Lunularia
species:ncbi:93846	Monoclea
species:ncbi:280537	Pallavicinia
species:ncbi:56941	Petalophyllum
species:ncbi:460670	Porella
species:ncbi:56960	Trirhithrum
species:ncbi:56998	Wollemia
species:ncbi:57000	Amaricoccus
species:ncbi:57040	Malonomonas
species:ncbi:57058	Misolampus
species:ncbi:57062	Hypothenemus
species:ncbi:57064	Lygodactylus
species:ncbi:91430	Polybia
species:ncbi:57068	Acanthisitta
species:ncbi:57071	Thenus
species:ncbi:57078	Dicrocoelium
species:ncbi:262421	Cyphelium
species:ncbi:57095	Anacridium
species:ncbi:39300	Ectatomma
species:ncbi:39305	Erpobdella
species:ncbi:39314	Goupia
species:ncbi:301346	Myoporum
species:ncbi:57132	Pseudotomentella
species:ncbi:68759	Hydnum
species:ncbi:155012	Sarcodon
species:ncbi:40624	Calonectria
species:ncbi:293391	Flagellospora
species:ncbi:57174	Caldococcus
species:ncbi:57200	Craterellus
species:ncbi:57236	Aechmophorus
species:ncbi:391350	Geoplana
species:ncbi:92194	Octomacrum
species:ncbi:57260	Posthodiplostomum
species:ncbi:57286	Echinorhynchus
species:ncbi:57292	Enoplus
species:ncbi:136195	Nymphon
species:ncbi:57298	Graphosoma
species:ncbi:57307	Labeotropheus
species:ncbi:57329	Piriqueta
species:ncbi:472772	Amazilia
species:ncbi:175817	Anthracoceros
species:ncbi:382247	Centropus
species:ncbi:57408	Chlorostilbon
species:ncbi:57412	Colius
species:ncbi:297712	Harpactes
species:ncbi:265611	Merops
species:ncbi:57426	Momotus
species:ncbi:289186	Pharomachrus
species:ncbi:57434	Psittrichas
species:ncbi:176935	Todus
species:ncbi:57439	Upupa
species:ncbi:62724	Phyllactinia
species:ncbi:57462	Pleochaeta
species:ncbi:180121	Sphaerotheca
species:ncbi:57480	Microvirgula
species:ncbi:57489	Thiorhodococcus
species:ncbi:1275	Kocuria
species:ncbi:37922	Nesterenkonia
species:ncbi:1274	Dermacoccus
species:ncbi:1276	Kytococcus
species:ncbi:57505	Holosticha
species:ncbi:57509	Urostyla
species:ncbi:57511	Pleurotricha
species:ncbi:99911	Uroleptus
species:ncbi:110193	Nicrophorus
species:ncbi:191002	Macleania
species:ncbi:154579	Aneides
species:ncbi:159185	Batrachoseps
species:ncbi:57550	Ensatina
species:ncbi:57562	Belonolaimus
species:ncbi:166444	Plebeia
species:ncbi:57571	Salamandra
species:ncbi:57622	Busycotypus
species:ncbi:57624	Cipangopaludina
species:ncbi:57627	Coralliophila
species:ncbi:553704	Hastula
species:ncbi:181909	Murex
species:ncbi:167137	Neptunea
species:ncbi:247344	Oliva
species:ncbi:57637	Phyllonotus
species:ncbi:57655	Sapindus
species:ncbi:57660	Papasula
species:ncbi:66821	Sulfurospirillum
species:ncbi:57686	Acrolepiopsis
species:ncbi:178799	Anopterus
species:ncbi:247031	Embellisia
species:ncbi:57734	Cottocomephorus
species:ncbi:247611	Isotoma
species:ncbi:45465	Vogesella
species:ncbi:57751	Margaroperdix
species:ncbi:152543	Malacoctenus
species:ncbi:57779	Apodichthys
species:ncbi:57784	Axoclinus
species:ncbi:57788	Clinitrachus
species:ncbi:152539	Ecsenius
species:ncbi:57799	Exerpes
species:ncbi:57824	Mnierpes
species:ncbi:57841	Ophioblennius
species:ncbi:171872	Parablennius
species:ncbi:57862	Tripterygion
species:ncbi:57893	Muscina
species:ncbi:57907	Pedetontus
species:ncbi:57921	Hagenia
species:ncbi:137457	Sanguisorba
species:ncbi:57963	Candidatus Phlomobacter
species:ncbi:57982	Cetorhinus
species:ncbi:57987	Mitsukurina
species:ncbi:57998	Atteva
species:ncbi:58000	Cryptolestes
species:ncbi:58002	Daktulosphaira
species:ncbi:58004	Depressaria
species:ncbi:58006	Megacyllene
species:ncbi:347974	Nabis
species:ncbi:414530	Dioon
species:ncbi:190404	Retrophyllum
species:ncbi:90736	Moritella
species:ncbi:77214	Eidolon
species:ncbi:58065	Eonycteris
species:ncbi:58067	Epomophorus
species:ncbi:302402	Hipposideros
species:ncbi:58073	Megaloglossus
species:ncbi:58085	Syconycteris
species:ncbi:110895	Muhlenbergia
species:ncbi:65511	Actinocorallia
species:ncbi:256037	Glycomyces
species:ncbi:234614	Planotetraspora
species:ncbi:58123	Spirillospora
species:ncbi:58128	Helminthosporium
species:ncbi:58148	Pseudocellus
species:ncbi:58156	Coolia
species:ncbi:58187	Aubria
species:ncbi:123631	Dendroica
species:ncbi:60713	Mimus
species:ncbi:58203	Rhodinocichla
species:ncbi:221978	Saltator
species:ncbi:256451	Tangara
species:ncbi:58209	Thraupis
species:ncbi:177108	Chionochloa
species:ncbi:146144	Decapterus
species:ncbi:58222	Cladium
species:ncbi:262035	Paratrechina
species:ncbi:58228	Garcinia
species:ncbi:58286	Cortaderia
species:ncbi:58317	Blicca
species:ncbi:58319	Scardinius
species:ncbi:58321	Alburnoides
species:ncbi:58323	Leucaspius
species:ncbi:98397	Rhodeus
species:ncbi:58338	Aranicola
species:ncbi:58362	Ventiella
species:ncbi:58369	Chondrostereum
species:ncbi:58372	Agathisanthemum
species:ncbi:60230	Richardia
species:ncbi:58388	Plocama
species:ncbi:60389	Pentanisia
species:ncbi:358832	Lasianthus
species:ncbi:273784	Ladenbergia
species:ncbi:499957	Hedyotis
species:ncbi:58419	Geophila
species:ncbi:60050	Faramea
species:ncbi:58425	Damnacanthus
species:ncbi:58429	Conostomium
species:ncbi:203061	Randia
species:ncbi:353882	Rothmannia
species:ncbi:353880	Oxyanthus
species:ncbi:58474	Massularia
species:ncbi:58486	Genipa
species:ncbi:356240	Platymantis
species:ncbi:143410	Tomopterna
species:ncbi:143416	Euphlyctis
species:ncbi:58560	Gomphocerippus
species:ncbi:58562	Arcyptera
species:ncbi:58570	Abracris
species:ncbi:58579	Zonocerus
species:ncbi:58581	Bullacris
species:ncbi:58587	Stiphra
species:ncbi:58589	Prosarthria
species:ncbi:288127	Tetrix
species:ncbi:58604	Hemideina
species:ncbi:58606	Cyphoderris
species:ncbi:58615	Oedipoda
species:ncbi:58619	Melarhaphe
species:ncbi:58656	Hypochaeris
species:ncbi:58660	Leontodon
species:ncbi:122537	Hyoseris
species:ncbi:58664	Milicia
species:ncbi:232323	Hypsibius
species:ncbi:59001	Sisyrinchium
species:ncbi:58718	Aphaereta
species:ncbi:58720	Asobara
species:ncbi:120859	Aspilota
species:ncbi:58731	Dacnusa
species:ncbi:58733	Diachasmimorpha
species:ncbi:64838	Fopius
species:ncbi:58748	Opius
species:ncbi:58764	Dysdera
species:ncbi:58767	Mastigoproctus
species:ncbi:174156	Narceus
species:ncbi:194544	Triops
species:ncbi:187706	Tomocerus
species:ncbi:58794	Chaetopleura
species:ncbi:58798	Calicogorgia
species:ncbi:160221	Epiactis
species:ncbi:86253	Antipathes
species:ncbi:86611	Virgularia
species:ncbi:264118	Coryne
species:ncbi:58824	Plodia
species:ncbi:52603	Sagittula
species:ncbi:58847	Virgilia
species:ncbi:58860	Tamarindus
species:ncbi:404691	Pithecellobium
species:ncbi:293060	Phyllanthus
species:ncbi:58886	Parkinsonia
species:ncbi:58890	Ononis
species:ncbi:319151	Margaritaria
species:ncbi:87841	Euhadra
species:ncbi:58918	Tilletiopsis
